restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
7-Eleven Convenience Store #24008,78751,2012-02-23,89,"5101 N LAMAR BLVD AUSTIN, TX 78751 (30.318934757000477, -97.73072499399967)",10155839,Routine Inspection,155
888 Restaurant,78757,2012-04-25,93,"911 W ANDERSON LN AUSTIN, TX 78757 (30.34813637400049, -97.7143161839997)",2802839,Routine Inspection,156
7-Eleven Convenience Store #34251,78758,2013-11-14,95,"9200 BURNET RD AUSTIN, TX 78758 (30.37606712100046, -97.7257919279997)",10394056,Routine Inspection,157
7-Eleven Convenience Store #35808,78702,2013-06-25,85,"863 AIRPORT BLVD AUSTIN, TX 78702 (30.25866963000044, -97.6934006949997)",10763641,Routine Inspection,158
7-Eleven Store #35878 A,78701,2013-07-22,93,"613 CONGRESS AVE AUSTIN, TX 78701 (30.268599719000463, -97.7425915929997)",10873620,Routine Inspection,159
7-Eleven Convenience Store #36565H,78746,2013-08-15,92,"6111 FM 2244 RD AUSTIN, TX 78746 (30.295042342000443, -97.82591713399967)",10874311,Routine Inspection,160
888 Vietnamese,78741,2013-02-13,87,"2400 E OLTORF ST Unit 1-A AUSTIN, TX 78741 (30.22940405400044, -97.73032347899965)",2802966,Routine Inspection,161
888 Vietnamese,78741,2011-04-07,70,"2400 E OLTORF ST Unit 1-A AUSTIN, TX 78741 (30.22940405400044, -97.73032347899965)",2802966,Routine Inspection,162
888 Restaurant,78757,2013-02-21,75,"911 W ANDERSON LN AUSTIN, TX 78757 (30.34813637400049, -97.7143161839997)",2802839,Routine Inspection,163
7-Eleven Convenience Store #35801,78754,2014-01-21,91,"9704 GILES LN AUSTIN, TX 78754 (30.33155345700044, -97.62326232999965)",10761992,Routine Inspection,164
969 Express,78749,2011-07-07,89,"7700 FM 969 RD AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2803806,Routine Inspection,165
7-Eleven Store #35473 H,78660,2013-08-22,90,"1624 E HOWARD LN AUSTIN, TX 78660 (30.40389600700047, -97.63875914499965)",10873625,Routine Inspection,166
969 Express,78749,2012-06-20,81,"7700 FM 969 RD AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2803806,Routine Inspection,167
7-Eleven Convenience Store #34251,78758,2011-04-26,92,"9200 BURNET RD AUSTIN, TX 78758 (30.37606712100046, -97.7257919279997)",10394056,Routine Inspection,168
888 Vietnamese,78741,2011-09-22,66,"2400 E OLTORF ST Unit 1-A AUSTIN, TX 78741 (30.22940405400044, -97.73032347899965)",2802966,Routine Inspection,169
969 Express,78749,2013-05-14,93,"7700 FM 969 RD AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2803806,Routine Inspection,170
7-Eleven Convenience Store #34251,78758,2012-11-15,100,"9200 BURNET RD AUSTIN, TX 78758 (30.37606712100046, -97.7257919279997)",10394056,Routine Inspection,171
A Shady Deal,78653,2012-03-23,86,"14219 LITTIG RD AUSTIN, TX 78653 (30.333434299000487, -97.50898812699967)",10008007,Routine Inspection,172
A 1 Food Mart,78702,2012-03-26,91,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,173
A 1 Food Mart,78702,2013-02-27,94,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,174
"A la Carte Menu Services,Inc",78702,2012-02-03,91,"900 CHICON ST AUSTIN, TX 78702 (30.264673401000437, -97.72116799299965)",10491439,Routine Inspection,175
A + A Sichuan China,78750,2011-05-06,81,"13376 N US 183 HWY Unit 100 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10497519,Routine Inspection,176
A + A Sichuan China,78750,2013-11-25,83,"13376 N US 183 HWY Unit 100 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10497519,Routine Inspection,177
A 1 Food Mart,78702,2012-09-06,88,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,178
A Shady Deal,78653,2011-09-07,100,"14219 LITTIG RD AUSTIN, TX 78653 (30.333434299000487, -97.50898812699967)",10008007,Routine Inspection,179
A & M Food Mart,78722,2013-05-10,93,"2204 AIRPORT BLVD AUSTIN, TX 78722 (30.285664692000466, -97.70601584199966)",10595356,Routine Inspection,180
A Trip to Bountiful Bakery & Cafe,78746,2012-10-01,75,"3201 BEE CAVES RD Unit 106 AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2802930,Routine Inspection,181
A 1 Food Mart,78702,2013-08-21,97,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,182
A Trip to Bountiful Bakery & Cafe,78746,2011-07-13,97,"3201 BEE CAVES RD Unit 106 AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2802930,Routine Inspection,183
A 1 Food Mart,78702,2011-09-28,90,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,184
A Trip to Bountiful Bakery & Cafe,78746,2011-12-29,85,"3201 BEE CAVES RD Unit 106 AUSTIN, TX 78746 (30.27374716300045, -97.79952734599965)",2802930,Routine Inspection,185
969 Express,78749,2011-12-28,93,"7700 FM 969 RD AUSTIN, TX 78749 (30.215311012000484, -97.85749815199966)",2803806,Routine Inspection,186
A 1 Food Mart,78702,2011-04-04,88,"3501 E 7TH ST AUSTIN, TX 78702 (30.25690398100045, -97.7030224349997)",2803415,Routine Inspection,187
A.B.Cantu/Pan-Am Rec. Center,78702,2012-04-19,91,"2100 E 3RD ST AUSTIN, TX 78702 (30.25785712500044, -97.72073094599966)",2802781,Routine Inspection,188
A + A Sichuan China,78750,2012-07-20,80,"13376 N US 183 HWY Unit 100 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10497519,Routine Inspection,189
ABC's & 123's Infant and Child Care Cntr,78653,2012-06-21,100,"13419 E US 290 HWY EB MANOR, TX 78653 (30.339943149000476, -97.5295588619997)",2802997,Routine Inspection,190
A.B.Cantu/Pan-Am Rec. Center,78702,2011-04-27,94,"2100 E 3RD ST AUSTIN, TX 78702 (30.25785712500044, -97.72073094599966)",2802781,Routine Inspection,191
ABIA Auntie Anne's,78719,2014-01-15,96,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801784,Routine Inspection,192
ABIA Amy's Ice Cream,78719,2011-07-26,94,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801341,Routine Inspection,193
ABIA - Annie's Cafe & Bar,78719,2014-02-11,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2802023,Routine Inspection,194
A.B.Cantu/Pan-Am Rec. Center,78702,2013-05-02,89,"2100 E 3RD ST AUSTIN, TX 78702 (30.25785712500044, -97.72073094599966)",2802781,Routine Inspection,195
ABIA Auntie Anne's,78719,2011-03-08,91,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801784,Routine Inspection,196
ABIA - Austin Article #5203,78719,2014-01-15,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453027,Routine Inspection,197
ABIA - Austin Article #5203,78719,2012-03-27,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453027,Routine Inspection,198
ABC's & 123's Infant and Child Care Cntr,78653,2011-12-14,100,"13419 E US 290 HWY EB MANOR, TX 78653 (30.339943149000476, -97.5295588619997)",2802997,Routine Inspection,199
ABC's & 123's Infant and Child Care Cntr,78653,2012-12-13,100,"13419 E US 290 HWY EB MANOR, TX 78653 (30.339943149000476, -97.5295588619997)",2802997,Routine Inspection,200
ABIA - Annie's Cafe & Bar,78719,2011-04-04,92,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2802023,Routine Inspection,201
ABIA - Annie's Cafe & Bar,78719,2011-10-24,86,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2802023,Routine Inspection,202
ABIA - Annie's Cafe & Bar,78719,2013-07-30,90,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2802023,Routine Inspection,203
ABIA - Austin Article #5203,78719,2011-09-20,94,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453027,Routine Inspection,204
ABIA - Annie's Cafe & Bar,78719,2012-05-31,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2802023,Routine Inspection,205
ABC's & 123's Infant and Child Care Cntr,78653,2011-06-06,96,"13419 E US 290 HWY EB MANOR, TX 78653 (30.339943149000476, -97.5295588619997)",2802997,Routine Inspection,206
ABIA - Austin Article #5203,78719,2012-10-23,94,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453027,Routine Inspection,207
ABIA - Austin Article #5203,78719,2011-03-11,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453027,Routine Inspection,208
ABIA Austin Article #5200,78719,2013-04-23,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453038,Routine Inspection,209
ABIA CO Presidents Club,78719,2011-09-06,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801461,Routine Inspection,210
ABIA Auntie Anne's,78719,2011-09-19,91,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801784,Routine Inspection,211
ABIA Earl Campbell's,78719,2013-02-27,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801521,Routine Inspection,212
ABIA Earl Campbell's,78719,2012-01-12,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801521,Routine Inspection,213
ABIA Austin Article #5200,78719,2011-03-10,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453038,Routine Inspection,214
ABIA CO Presidents Club,78719,2013-05-14,88,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801461,Routine Inspection,215
ABIA CO Presidents Club,78719,2012-11-01,89,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801461,Routine Inspection,216
ABIA Austin Java,78719,2012-10-04,93,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10085431,Routine Inspection,217
ABIA Austin Java,78719,2012-02-09,96,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10085431,Routine Inspection,218
ABIA Earl Campbell's,78719,2014-01-06,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801521,Routine Inspection,219
ABIA Austin Java,78719,2012-08-16,95,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10085431,Routine Inspection,220
ABIA CO Presidents Club,78719,2014-02-04,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801461,Routine Inspection,221
ABIA Austin Article #5200,78719,2014-01-06,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453038,Routine Inspection,222
ABIA Austin Article #5200,78719,2012-03-27,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453038,Routine Inspection,223
ABIA Austin Chronicle,78719,2011-04-04,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801519,Routine Inspection,224
ABIA Austin Java,78719,2014-01-06,95,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10085431,Routine Inspection,225
ABIA Auntie Anne's,78719,2012-10-23,96,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801784,Routine Inspection,226
ABIA Austin Chronicle,78719,2013-10-02,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801519,Routine Inspection,227
ABIA Austin Article #5200,78719,2011-09-19,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10453038,Routine Inspection,228
ABIA Austin Chronicle,78719,2011-10-24,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801519,Routine Inspection,229
ABIA Austin Chronicle,78719,2012-07-24,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801519,Routine Inspection,230
ABIA Mangia Pizza,78719,2012-03-27,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803209,Routine Inspection,231
ATX Food Mart,78704,2012-05-03,96,"3002 S CONGRESS AVE AUSTIN, TX 78704 (30.232277432000444, -97.7586557409997)",10422397,Routine Inspection,232
ABIA Hills Cafe/Nuevo Leon,78719,2012-01-12,90,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509763,Routine Inspection,233
ABIA Mangia Pizza,78719,2014-02-04,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803209,Routine Inspection,234
ABIA Earl Campbell's,78719,2012-07-24,93,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801521,Routine Inspection,235
ABIA Fara Cafe Sports Bar,78719,2013-07-30,81,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803020,Routine Inspection,236
ABIA LSG/Sky Kitchen,78743,2012-12-19,92,"9919 SERVICE AVE AUSTIN, TX 78743 (30.205123658000446, -97.66155073799968)",2801507,Routine Inspection,237
ABIA Fara Cafe Sports Bar,78719,2011-03-08,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803020,Routine Inspection,238
ABIA Hills Cafe/Nuevo Leon,78719,2013-10-02,85,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509763,Routine Inspection,239
ABIA Mangia Pizza,78719,2012-10-25,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803209,Routine Inspection,240
ABIA Maudie's,78719,2014-01-15,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801338,Routine Inspection,241
ABIA Fara Cafe Sports Bar,78719,2013-01-03,86,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803020,Routine Inspection,242
ABIA Maudie's,78719,2013-05-07,92,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801338,Routine Inspection,243
ABIA LSG/Sky Kitchen,78743,2011-10-27,94,"9919 SERVICE AVE AUSTIN, TX 78743 (30.205123658000446, -97.66155073799968)",2801507,Routine Inspection,244
ABIA Mangia Pizza,78719,2013-05-07,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803209,Routine Inspection,245
ABIA Maudie's,78719,2011-09-21,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801338,Routine Inspection,246
ABIA LSG/Sky Kitchen,78743,2013-07-15,90,"9919 SERVICE AVE AUSTIN, TX 78743 (30.205123658000446, -97.66155073799968)",2801507,Routine Inspection,247
ABIA Fara Cafe Sports Bar,78719,2011-09-20,94,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2803020,Routine Inspection,248
ABIA LSG/Sky Kitchen,78743,2012-06-12,100,"9919 SERVICE AVE AUSTIN, TX 78743 (30.205123658000446, -97.66155073799968)",2801507,Routine Inspection,249
ABIA LSG/Sky Kitchen,78743,2011-04-01,100,"9919 SERVICE AVE AUSTIN, TX 78743 (30.205123658000446, -97.66155073799968)",2801507,Routine Inspection,250
ABIA Schlotzsky's,78719,2012-08-16,88,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801340,Routine Inspection,251
ABIA Saxon Pub,78719,2011-07-13,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509750,Routine Inspection,252
ABIA Schlotzsky's,78719,2014-01-06,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801340,Routine Inspection,253
ABIA Ray Benson's Roadhouse Bar,78719,2012-04-20,86,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801508,Routine Inspection,254
ABIA Saxon Pub,78719,2014-01-15,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509750,Routine Inspection,255
ABIA Ruta Maya #5233,78719,2014-01-15,85,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10448000,Routine Inspection,256
ABIA Saxon Pub,78719,2013-02-27,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509750,Routine Inspection,257
ABIA Schlotzsky's,78719,2013-03-05,91,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801340,Routine Inspection,258
ABIA Salt Lick Deli,78719,2011-07-26,90,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801339,Routine Inspection,259
ABIA Saxon Pub,78719,2012-07-24,96,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509750,Routine Inspection,260
ABIA Salt Lick Deli,78719,2013-03-05,94,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801339,Routine Inspection,261
ABIA Ruta Maya #5233,78719,2011-06-13,93,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10448000,Routine Inspection,262
ABIA Ray Benson's Roadhouse Bar,78719,2011-03-08,96,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801508,Routine Inspection,263
ABIA Ray Benson's Roadhouse Bar,78719,2014-02-04,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801508,Routine Inspection,264
ABIA Ruta Maya,78719,2013-02-27,76,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10790198,Routine Inspection,265
ABIA Saxon Pub,78719,2012-01-12,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10509750,Routine Inspection,266
ABIA Salt Lick Deli,78719,2012-08-16,97,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801339,Routine Inspection,267
ABIA Ruta Maya,78719,2013-10-25,82,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10790198,Routine Inspection,268
ABIA Schlotzsky's,78719,2012-02-09,90,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801340,Routine Inspection,269
AFC Sushi@Randall's 2987,78732,2013-11-21,100,"5145 N FM 620 RD AUSTIN, TX 78732 (30.367803324000477, -97.89832816899968)",10736882,Routine Inspection,270
AFC Sushi@Randall's 2987,78732,2013-03-28,93,"5145 N FM 620 RD AUSTIN, TX 78732 (30.367803324000477, -97.89832816899968)",10736882,Routine Inspection,271
AFC Sushi # Dell PS 2,78753,2013-01-08,100,"701 E PARMER LN AUSTIN, TX 78753 (30.403675708000435, -97.6605025349997)",2802658,Routine Inspection,272
ATX Food Mart,78704,2013-05-02,91,"3002 S CONGRESS AVE AUSTIN, TX 78704 (30.232277432000444, -97.7586557409997)",10422397,Routine Inspection,273
AFC Sushi # Dell PS 2,78753,2013-08-15,100,"701 E PARMER LN AUSTIN, TX 78753 (30.403675708000435, -97.6605025349997)",2802658,Routine Inspection,274
ABIA Wok N Roll,78719,2011-09-21,82,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10368092,Routine Inspection,275
AFC Sushi@St. Edwards University,78704,2011-05-06,100,"3001 S CONGRESS AVE AUSTIN, TX 78704 (30.232324808000442, -97.75854559099969)",10497447,Routine Inspection,276
AMG Mart,78750,2013-06-11,94,"10700 ANDERSON MILL RD AUSTIN, TX 78750 (30.44705826100045, -97.81072356899966)",2803791,Routine Inspection,277
ABIA Wok N Roll,78719,2012-10-23,80,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10368092,Routine Inspection,278
AFC Sushi # Dell PS 2,78753,2011-09-16,96,"701 E PARMER LN AUSTIN, TX 78753 (30.403675708000435, -97.6605025349997)",2802658,Routine Inspection,279
ACL-Live@MoodyTheater,78701,2013-02-27,90,"310 W 2ND ST AUSTIN, TX 78701 (30.265196911000487, -97.74712314399966)",10542039,Routine Inspection,280
ABIA SoCo Market,78719,2012-05-31,100,"3600 PRESIDENTIAL BLVD Unit 201 AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10465144,Routine Inspection,281
ABIA Wok N Roll,78719,2013-04-23,71,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",10368092,Routine Inspection,282
AFC Sushi@St. Edwards University,78704,2013-03-19,100,"3001 S CONGRESS AVE AUSTIN, TX 78704 (30.232324808000442, -97.75854559099969)",10497447,Routine Inspection,283
AFC Sushi@St. Edwards University,78704,2012-08-28,100,"3001 S CONGRESS AVE AUSTIN, TX 78704 (30.232324808000442, -97.75854559099969)",10497447,Routine Inspection,284
ACL-Live@MoodyTheater,78701,2012-05-07,100,"310 W 2ND ST AUSTIN, TX 78701 (30.265196911000487, -97.74712314399966)",10542039,Routine Inspection,285
