restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
Sugar Mama's Bakeshop,78704,2012-11-07,95,"1905 S 1ST ST Bldg A AUSTIN, TX 78704 (30.246439292000446, -97.75641629899968)",10182564,Routine Inspection,10374
Suite 101,78701,2013-09-05,85,"101 W 5TH ST AUSTIN, TX 78701 (30.26726370500046, -97.74364808699966)",10661173,Routine Inspection,10375
Sugar's #8029,78752,2012-03-29,90,"404 E HIGHLAND MALL BLVD AUSTIN, TX 78752 (30.328547425000465, -97.71073571399967)",2800181,Routine Inspection,10376
Summer Moon Coffee Bar,78704,2014-01-06,84,"3115 S 1ST ST Bldg B AUSTIN, TX 78704 (30.23349434600044, -97.76503229499968)",2802739,Routine Inspection,10377
Summer Moon Coffee Bar,78704,2011-04-25,87,"3115 S 1ST ST Bldg B AUSTIN, TX 78704 (30.23349434600044, -97.76503229499968)",2802739,Routine Inspection,10378
Sullivan's,78701,2013-04-05,72,"300 COLORADO ST AUSTIN, TX 78701 (30.26574481500046, -97.74515474699967)",2800817,Routine Inspection,10379
Summer Moon Coffee Bar,78704,2012-11-15,93,"3115 S 1ST ST Bldg B AUSTIN, TX 78704 (30.23349434600044, -97.76503229499968)",2802739,Routine Inspection,10380
"Summit at Northwest Hills, The",78731,2013-08-06,97,"5715 MESA DR AUSTIN, TX 78731 (30.341623634000484, -97.76963275599968)",10642406,Routine Inspection,10381
"Summit at Northwest Hills, The",78731,2012-08-23,94,"5715 MESA DR AUSTIN, TX 78731 (30.341623634000484, -97.76963275599968)",10642406,Routine Inspection,10382
Summer Moon Coffee Bar,78704,2013-06-24,94,"3115 S 1ST ST Bldg B AUSTIN, TX 78704 (30.23349434600044, -97.76503229499968)",2802739,Routine Inspection,10383
Summit Elementary,78727,2013-10-23,97,"12207 BRIGADOON LN AUSTIN, TX 78727 (30.418993677000458, -97.7199362079997)",2800286,Routine Inspection,10384
Sun Hing,78705,2012-02-24,84,"2801 GUADALUPE ST AUSTIN, TX 78705 (30.293614449000472, -97.7419531969997)",2800857,Routine Inspection,10385
Sugar Mama's Bakeshop,78704,2013-12-12,100,"1905 S 1ST ST Bldg A AUSTIN, TX 78704 (30.246439292000446, -97.75641629899968)",10182564,Routine Inspection,10386
Sunrise Mini Mart,78758,2012-01-06,96,"1762 COLONY CREEK DR AUSTIN, TX 78758 (30.36944627100047, -97.71538925899966)",2803811,Routine Inspection,10387
Sun Ray Waters,78752,2012-11-30,100,"7801 N LAMAR BLVD AUSTIN, TX 78752 (30.34566214300048, -97.71337694799968)",2802245,Routine Inspection,10388
Sun Ray Waters,78752,2012-03-13,94,"7801 N LAMAR BLVD AUSTIN, TX 78752 (30.34566214300048, -97.71337694799968)",2802245,Routine Inspection,10389
Sunrise Food Mart,78745,2011-10-28,97,"1913 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10034287,Routine Inspection,10390
Sun Hing,78705,2012-10-23,84,"2801 GUADALUPE ST AUSTIN, TX 78705 (30.293614449000472, -97.7419531969997)",2800857,Routine Inspection,10391
Sunrise Food Mart,78745,2013-12-09,95,"1913 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10034287,Routine Inspection,10392
Sunflower Restaurant,78758,2013-05-24,84,"8557 RESEARCH BLVD NB AUSTIN, TX 78758 (30.36073967700048, -97.71651089499966)",2801302,Routine Inspection,10393
Sunflower Restaurant,78758,2012-07-25,89,"8557 RESEARCH BLVD NB AUSTIN, TX 78758 (30.36073967700048, -97.71651089499966)",2801302,Routine Inspection,10394
Sunrise Mini Mart,78753,2012-05-17,96,"102 W POWELL LN AUSTIN, TX 78753 (30.347706434000486, -97.7034788359997)",2804022,Routine Inspection,10395
Sunrise Mini Mart,78704,2011-05-23,97,"915 W OLTORF ST AUSTIN, TX 78704 (30.243607493000468, -97.76398676799965)",2803489,Routine Inspection,10396
Sunrise Mini Mart,78757,2012-01-24,82,"1809 W ANDERSON LN AUSTIN, TX 78757 (30.353525438000474, -97.7255230669997)",2803500,Routine Inspection,10397
Sunrise Food Mart,78745,2013-05-17,97,"1913 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10034287,Routine Inspection,10398
Sun Ray Waters,78752,2013-12-23,100,"7801 N LAMAR BLVD AUSTIN, TX 78752 (30.34566214300048, -97.71337694799968)",2802245,Routine Inspection,10399
Sunrise Mini Mart,78758,2013-05-16,96,"1762 COLONY CREEK DR AUSTIN, TX 78758 (30.36944627100047, -97.71538925899966)",2803811,Routine Inspection,10400
Sunflower Restaurant,78758,2011-04-29,79,"8557 RESEARCH BLVD NB AUSTIN, TX 78758 (30.36073967700048, -97.71651089499966)",2801302,Routine Inspection,10401
Sun Ray Waters,78752,2011-08-23,93,"7801 N LAMAR BLVD AUSTIN, TX 78752 (30.34566214300048, -97.71337694799968)",2802245,Routine Inspection,10402
Sunrise Food Mart,78745,2012-11-14,88,"1913 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10034287,Routine Inspection,10403
Sunrise Food Mart,78745,2011-04-18,87,"1913 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10034287,Routine Inspection,10404
Sunrise Mini Mart,78704,2013-04-18,88,"915 W OLTORF ST AUSTIN, TX 78704 (30.243607493000468, -97.76398676799965)",2803489,Routine Inspection,10405
Sunrise Mini Mart #9,78729,2013-08-20,92,"8925 ANDERSON MILL RD AUSTIN, TX 78729 (30.453202978000434, -97.77632831499966)",10553299,Routine Inspection,10406
Sunrise Mini Mart #5,78757,2012-02-02,95,"7401 BURNET RD AUSTIN, TX 78757 (30.34973414300049, -97.73477448999967)",10224592,Routine Inspection,10407
Sunrise Mini Mart #5,78757,2011-08-04,100,"7401 BURNET RD AUSTIN, TX 78757 (30.34973414300049, -97.73477448999967)",10224592,Routine Inspection,10408
Sunrise Mini Mart,78704,2013-11-13,97,"539 W OLTORF ST AUSTIN, TX 78704 (30.24203578200047, -97.75945403299966)",10000688,Routine Inspection,10409
Sunrise Mini Mart,78704,2011-10-19,92,"539 W OLTORF ST AUSTIN, TX 78704 (30.24203578200047, -97.75945403299966)",10000688,Routine Inspection,10410
Sunrise Mini Mart,78757,2011-07-28,86,"1809 W ANDERSON LN AUSTIN, TX 78757 (30.353525438000474, -97.7255230669997)",2803500,Routine Inspection,10411
Sunrise Mini Mart,78753,2011-11-23,94,"102 W POWELL LN AUSTIN, TX 78753 (30.347706434000486, -97.7034788359997)",2804022,Routine Inspection,10412
Sunrise Mini Mart,78704,2012-10-17,92,"539 W OLTORF ST AUSTIN, TX 78704 (30.24203578200047, -97.75945403299966)",10000688,Routine Inspection,10413
Sunrise Mini Mart #9,78729,2012-11-21,93,"8925 ANDERSON MILL RD AUSTIN, TX 78729 (30.453202978000434, -97.77632831499966)",10553299,Routine Inspection,10414
Sunrise MiniMart,78758,2013-03-14,93,"11800 METRIC BLVD AUSTIN, TX 78758 (30.397977513000455, -97.70475562999968)",2801407,Routine Inspection,10415
Sunrise Mini Mart,78758,2012-06-21,97,"1762 COLONY CREEK DR AUSTIN, TX 78758 (30.36944627100047, -97.71538925899966)",2803811,Routine Inspection,10416
Sunrise MiniMart,78758,2011-09-21,93,"11800 METRIC BLVD AUSTIN, TX 78758 (30.397977513000455, -97.70475562999968)",2801407,Routine Inspection,10417
Sunrise Mini Mart,78758,2013-12-31,96,"1762 COLONY CREEK DR AUSTIN, TX 78758 (30.36944627100047, -97.71538925899966)",2803811,Routine Inspection,10418
Sunrise Mini Mart,78753,2013-12-13,89,"102 W POWELL LN AUSTIN, TX 78753 (30.347706434000486, -97.7034788359997)",2804022,Routine Inspection,10419
Sunrise Mini Mart,78704,2012-10-15,100,"915 W OLTORF ST AUSTIN, TX 78704 (30.243607493000468, -97.76398676799965)",2803489,Routine Inspection,10420
Sunrise MiniMart,78758,2011-03-22,92,"11800 METRIC BLVD AUSTIN, TX 78758 (30.397977513000455, -97.70475562999968)",2801407,Routine Inspection,10421
Sunrise Mini Mart,78757,2012-10-15,90,"1809 W ANDERSON LN AUSTIN, TX 78757 (30.353525438000474, -97.7255230669997)",2803500,Routine Inspection,10422
Sunrise MiniMart,78758,2012-09-24,81,"11800 METRIC BLVD AUSTIN, TX 78758 (30.397977513000455, -97.70475562999968)",2801407,Routine Inspection,10423
Sunrise Mini Mart,78758,2011-07-08,87,"1762 COLONY CREEK DR AUSTIN, TX 78758 (30.36944627100047, -97.71538925899966)",2803811,Routine Inspection,10424
Sunrise Mini Mart,78753,2012-11-08,97,"102 W POWELL LN AUSTIN, TX 78753 (30.347706434000486, -97.7034788359997)",2804022,Routine Inspection,10425
Sunrise Mini Mart #9,78729,2012-05-22,83,"8925 ANDERSON MILL RD AUSTIN, TX 78729 (30.453202978000434, -97.77632831499966)",10553299,Routine Inspection,10426
Sunshine Learning Center,78745,2012-01-09,100,"7202 DEE ST AUSTIN, TX 78745 (30.193900193000445, -97.79528242099968)",2802290,Routine Inspection,10427
Super 8 Motel,78723,2011-08-16,100,"5606 E 51ST ST AUSTIN, TX 78723 (30.292697716000475, -97.66460296199966)",10114041,Routine Inspection,10428
Super 8 Motel,78723,2012-02-14,100,"5606 E 51ST ST AUSTIN, TX 78723 (30.292697716000475, -97.66460296199966)",10114041,Routine Inspection,10429
Super 8 Motel,78751,2013-10-22,93,"5526 N IH 35 SVRD SB AUSTIN, TX 78751 (30.31036235200048, -97.72429766299967)",2802207,Routine Inspection,10430
Super 8 Motel,78751,2012-06-07,86,"5526 N IH 35 SVRD SB AUSTIN, TX 78751 (30.31036235200048, -97.72429766299967)",2802207,Routine Inspection,10431
Sunshine Educational Academy,78758,2013-07-09,100,"1808 CEDAR BEND DR AUSTIN, TX 78758 (30.408686944000465, -97.69381405399969)",10658789,Routine Inspection,10432
Super 8 Motel,78751,2011-06-15,97,"5526 N IH 35 SVRD SB AUSTIN, TX 78751 (30.31036235200048, -97.72429766299967)",2802207,Routine Inspection,10433
Super 8 Austin Airport South,78744,2011-08-15,96,"3120 MONTOPOLIS DR AUSTIN, TX 78744 (30.21079579500048, -97.71337694799968)",2802917,Routine Inspection,10434
Super 8 Motel,78723,2011-03-16,97,"5606 E 51ST ST AUSTIN, TX 78723 (30.292697716000475, -97.66460296199966)",10114041,Routine Inspection,10435
Super Burrito,78741,2012-04-06,82,"1800 E OLTORF ST AUSTIN, TX 78741 (30.232063053000445, -97.73640305299966)",10133612,Routine Inspection,10436
Super 8 Austin Airport South,78744,2012-08-17,92,"3120 MONTOPOLIS DR AUSTIN, TX 78744 (30.21079579500048, -97.71337694799968)",2802917,Routine Inspection,10437
Sunshine Learning Center,78745,2011-05-24,94,"7202 DEE ST AUSTIN, TX 78745 (30.193900193000445, -97.79528242099968)",2802290,Routine Inspection,10438
Super 8 Motel,78751,2013-03-13,96,"5526 N IH 35 SVRD SB AUSTIN, TX 78751 (30.31036235200048, -97.72429766299967)",2802207,Routine Inspection,10439
Super Burrito,78741,2013-04-03,93,"1800 E OLTORF ST AUSTIN, TX 78741 (30.232063053000445, -97.73640305299966)",10133612,Routine Inspection,10440
Super 8 Austin Airport South,78744,2013-08-21,100,"3120 MONTOPOLIS DR AUSTIN, TX 78744 (30.21079579500048, -97.71337694799968)",2802917,Routine Inspection,10441
Super 8 Austin Airport South,78744,2012-02-17,94,"3120 MONTOPOLIS DR AUSTIN, TX 78744 (30.21079579500048, -97.71337694799968)",2802917,Routine Inspection,10442
Sunshine Learning Center,78745,2013-02-19,97,"7202 DEE ST AUSTIN, TX 78745 (30.193900193000445, -97.79528242099968)",2802290,Routine Inspection,10443
Sunshine Learning Center,78745,2013-08-30,100,"7202 DEE ST AUSTIN, TX 78745 (30.193900193000445, -97.79528242099968)",2802290,Routine Inspection,10444
Sunshine Educational Academy,78758,2012-12-20,96,"1808 CEDAR BEND DR AUSTIN, TX 78758 (30.408686944000465, -97.69381405399969)",10658789,Routine Inspection,10445
Sunshine Learning Center,78745,2012-07-30,100,"7202 DEE ST AUSTIN, TX 78745 (30.193900193000445, -97.79528242099968)",2802290,Routine Inspection,10446
Super 8 Motel,78753,2011-07-28,97,"8128 N IH 35 SVRD SB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10002408,Routine Inspection,10447
Super Moreliana,78744,2012-10-22,96,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726921,Routine Inspection,10448
Super Mart,78621,2013-07-19,100,"15501 E US 290 HWY MANOR, TX 78621 (30.336710465000465, -97.3756283519997)",10527267,Routine Inspection,10449
Super Donuts,78748,2012-04-30,86,"615 W SLAUGHTER LN AUSTIN, TX 78748 (30.17318605400044, -97.80060515799966)",10259069,Routine Inspection,10450
Super Burrito,78741,2013-09-25,93,"1800 E OLTORF ST AUSTIN, TX 78741 (30.232063053000445, -97.73640305299966)",10133612,Routine Inspection,10451
Super Donuts,78748,2013-06-21,93,"615 W SLAUGHTER LN AUSTIN, TX 78748 (30.17318605400044, -97.80060515799966)",10259069,Routine Inspection,10452
Super Moreliana,78744,2013-03-29,97,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726924,Routine Inspection,10453
Super Donuts 12,78617,2011-05-25,87,"12800 PEARCE LN Unit E AUSTIN, TX 78617 (30.169046543000434, -97.62227808599965)",10292321,Routine Inspection,10454
Super Donuts,78748,2012-12-12,92,"615 W SLAUGHTER LN AUSTIN, TX 78748 (30.17318605400044, -97.80060515799966)",10259069,Routine Inspection,10455
Super Moreliana,78744,2013-10-29,82,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726921,Routine Inspection,10456
Super Mart,78621,2012-07-20,100,"15501 E US 290 HWY MANOR, TX 78621 (30.336710465000465, -97.3756283519997)",10527267,Routine Inspection,10457
Super Donuts,78748,2011-05-10,85,"615 W SLAUGHTER LN AUSTIN, TX 78748 (30.17318605400044, -97.80060515799966)",10259069,Routine Inspection,10458
Super Mart,78621,2013-02-19,100,"15501 E US 290 HWY MANOR, TX 78621 (30.336710465000465, -97.3756283519997)",10527267,Routine Inspection,10459
Super Moreliana,78744,2013-03-29,97,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726921,Routine Inspection,10460
Super Burrito,78741,2011-06-23,73,"1800 E OLTORF ST AUSTIN, TX 78741 (30.232063053000445, -97.73640305299966)",10133612,Routine Inspection,10461
Super Burrito,78741,2011-10-12,84,"1800 E OLTORF ST AUSTIN, TX 78741 (30.232063053000445, -97.73640305299966)",10133612,Routine Inspection,10462
Super Donuts,78731,2014-01-07,97,"3742 FAR WEST BLVD Unit 112 AUSTIN, TX 78731 (30.35611574200044, -97.75868890399965)",10743849,Routine Inspection,10463
Super Moreliana Grocery Store,78744,2012-10-22,96,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726889,Routine Inspection,10464
Super Donuts,78731,2013-03-25,77,"3742 FAR WEST BLVD Unit 112 AUSTIN, TX 78731 (30.35611574200044, -97.75868890399965)",10743849,Routine Inspection,10465
Super Donuts 12,78617,2012-12-17,87,"12800 PEARCE LN Unit E AUSTIN, TX 78617 (30.169046543000434, -97.62227808599965)",10292321,Routine Inspection,10466
Super Moreliana,78744,2012-10-22,89,"6112 S US 183 HWY AUSTIN, TX 78744 (30.188402392000455, -97.7461486959997)",10726924,Routine Inspection,10467
Super Donuts,78748,2011-11-15,81,"615 W SLAUGHTER LN AUSTIN, TX 78748 (30.17318605400044, -97.80060515799966)",10259069,Routine Inspection,10468
Sushi Sake Japanese Cuisine,78759,2013-11-13,70,"9503 RESEARCH BLVD NB Bunit 500 AUSTIN, TX 78759 (30.386354903000438, -97.74255369199966)",10496831,Routine Inspection,10469
Susy's Child Care,78745,2013-02-14,87,"308 W WILLIAM CANNON DR AUSTIN, TX 78745 (30.194876147000457, -97.78380786199966)",10090277,Routine Inspection,10470
Susy's Child Care,78745,2012-08-08,85,"308 W WILLIAM CANNON DR AUSTIN, TX 78745 (30.194876147000457, -97.78380786199966)",10090277,Routine Inspection,10471
Suzi's China Grill,78757,2012-06-05,74,"7858 SHOAL CREEK BLVD AUSTIN, TX 78757 (30.36070532900044, -97.74098198099966)",2801140,Routine Inspection,10472
Sushi Niichi,78705,2012-07-20,88,"705 W 24TH ST Bldg B AUSTIN, TX 78705 (30.287973106000436, -97.74553248299969)",10015230,Routine Inspection,10473
Susy's Child Care,78745,2012-02-03,96,"308 W WILLIAM CANNON DR AUSTIN, TX 78745 (30.194876147000457, -97.78380786199966)",10090277,Routine Inspection,10474
Sushi Zushi,78758,2013-03-28,81,"3221 FEATHERGRASS CT AUSTIN, TX 78758 (30.394902786000443, -97.7276715859997)",10391919,Routine Inspection,10475
Suzi's China Grill,78757,2011-10-11,82,"7858 SHOAL CREEK BLVD AUSTIN, TX 78757 (30.36070532900044, -97.74098198099966)",2801140,Routine Inspection,10476
Sushi Zushi,78758,2012-01-19,80,"3221 FEATHERGRASS CT AUSTIN, TX 78758 (30.394902786000443, -97.7276715859997)",10391919,Routine Inspection,10477
Suzi's China Grill,78757,2011-04-05,89,"7858 SHOAL CREEK BLVD AUSTIN, TX 78757 (30.36070532900044, -97.74098198099966)",2801140,Routine Inspection,10478
Sushi Niichi,78705,2012-01-18,97,"705 W 24TH ST Bldg B AUSTIN, TX 78705 (30.287973106000436, -97.74553248299969)",10015230,Routine Inspection,10479
Sushi Niichi,78705,2013-04-25,75,"705 W 24TH ST Bldg B AUSTIN, TX 78705 (30.287973106000436, -97.74553248299969)",10015230,Routine Inspection,10480
Sushi Zushi,78703,2011-10-04,76,"1611 W 5TH ST Unit 105 AUSTIN, TX 78703 (30.274437674000467, -97.76438828299968)",10285387,Routine Inspection,10481
Suzi's China Grill,78757,2013-05-08,89,"7858 SHOAL CREEK BLVD AUSTIN, TX 78757 (30.36070532900044, -97.74098198099966)",2801140,Routine Inspection,10482
Susy's Child Care,78745,2011-08-04,87,"308 W WILLIAM CANNON DR AUSTIN, TX 78745 (30.194876147000457, -97.78380786199966)",10090277,Routine Inspection,10483
Sushi Zushi,78703,2014-01-28,71,"1611 W 5TH ST Unit 105 AUSTIN, TX 78703 (30.274437674000467, -97.76438828299968)",10285387,Routine Inspection,10484
Sushi Zushi,78703,2013-01-19,74,"1611 W 5TH ST Unit 105 AUSTIN, TX 78703 (30.274437674000467, -97.76438828299968)",10285387,Routine Inspection,10485
Sushi Sake Japanese Cuisine,78759,2011-12-15,72,"9503 RESEARCH BLVD NB Bunit 500 AUSTIN, TX 78759 (30.386354903000438, -97.74255369199966)",10496831,Routine Inspection,10486
Sushi Zushi,78758,2013-12-17,77,"3221 FEATHERGRASS CT AUSTIN, TX 78758 (30.394902786000443, -97.7276715859997)",10391919,Routine Inspection,10487
Sushi Zushi,78703,2012-04-10,76,"1611 W 5TH ST Unit 105 AUSTIN, TX 78703 (30.274437674000467, -97.76438828299968)",10285387,Routine Inspection,10488
Sushi Zushi,78758,2011-06-07,85,"3221 FEATHERGRASS CT AUSTIN, TX 78758 (30.394902786000443, -97.7276715859997)",10391919,Routine Inspection,10489
Sushi Niichi,78705,2014-01-16,97,"705 W 24TH ST Bldg B AUSTIN, TX 78705 (30.287973106000436, -97.74553248299969)",10015230,Routine Inspection,10490
Sydalie's Cookies,78759,2013-11-15,100,"8650 SPICEWOOD SPRINGS RD Unit 105 AUSTIN, TX 78759 (30.433483743000465, -97.77179202699966)",10890508,Routine Inspection,10491
Sweetish Hill Bakery,78701,2011-04-04,100,"98 SAN JACINTO BLVD AUSTIN, TX 78701 (30.262322349000442, -97.74231207299965)",2800867,Routine Inspection,10492
Sweetish Hill Bakery,78701,2012-12-14,81,"98 SAN JACINTO BLVD AUSTIN, TX 78701 (30.262322349000442, -97.74231207299965)",2800867,Routine Inspection,10493
Swad Restaurant,78753,2012-01-20,76,"9515 N LAMAR BLVD AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2801342,Routine Inspection,10494
Swad Restaurant,78753,2013-05-06,89,"9515 N LAMAR BLVD AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2801342,Routine Inspection,10495
Swift's Attic,78701,2013-06-18,84,"315 CONGRESS AVE Unit 200 AUSTIN, TX 78701 (30.265728711000463, -97.74363150499966)",10682910,Routine Inspection,10496
Sweetish Hill Bakery,78701,2011-11-02,90,"98 SAN JACINTO BLVD AUSTIN, TX 78701 (30.262322349000442, -97.74231207299965)",2800867,Routine Inspection,10497
Swad Restaurant,78753,2013-12-17,87,"9515 N LAMAR BLVD AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2801342,Routine Inspection,10498
Sway,78704,2013-10-18,88,"1417 S 1ST ST AUSTIN, TX 78704 (30.25035862800047, -97.7547720609997)",10795311,Routine Inspection,10499
Sweet Ritual,78751,2013-06-11,91,"4500 DUVAL ST AUSTIN, TX 78751 (30.307076448000487, -97.7245660639997)",10675747,Routine Inspection,10500
Sweetish Hill Bakery,78703,2012-12-04,79,"1118 W 6TH ST AUSTIN, TX 78703 (30.27220890500047, -97.75566870099965)",2800725,Routine Inspection,10501
Swad Restaurant,78753,2011-03-31,89,"9515 N LAMAR BLVD AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2801342,Routine Inspection,10502
Sweetish Hill Bakery,78703,2011-07-12,93,"1118 W 6TH ST AUSTIN, TX 78703 (30.27220890500047, -97.75566870099965)",2800725,Routine Inspection,10503
Synergy Enterprises Austin,78744,2012-02-16,92,"3827 PROMONTORY POINT DR AUSTIN, TX 78744 (30.209483470000464, -97.7288737619997)",10592772,Routine Inspection,10504
Sway,78704,2013-05-06,83,"1417 S 1ST ST AUSTIN, TX 78704 (30.25035862800047, -97.7547720609997)",10795311,Routine Inspection,10505
Swan Dive,78701,2013-02-21,97,"615 RED RIVER ST AUSTIN, TX 78701 (30.26721988200046, -97.73690168999968)",10358258,Routine Inspection,10506
Synergy Enterprises Austin,78744,2012-08-21,90,"3827 PROMONTORY POINT DR AUSTIN, TX 78744 (30.209483470000464, -97.7288737619997)",10592772,Routine Inspection,10507
Sweetish Hill Bakery,78703,2013-05-03,90,"1118 W 6TH ST AUSTIN, TX 78703 (30.27220890500047, -97.75566870099965)",2800725,Routine Inspection,10508
Swift's Attic,78701,2012-12-07,85,"315 CONGRESS AVE Unit 200 AUSTIN, TX 78701 (30.265728711000463, -97.74363150499966)",10682910,Routine Inspection,10509
Swan Dive,78701,2012-06-07,96,"615 RED RIVER ST AUSTIN, TX 78701 (30.26721988200046, -97.73690168999968)",10358258,Routine Inspection,10510
Sweetish Hill Bakery,78701,2013-05-08,80,"98 SAN JACINTO BLVD AUSTIN, TX 78701 (30.262322349000442, -97.74231207299965)",2800867,Routine Inspection,10511
Swad Restaurant,78753,2012-11-01,78,"9515 N LAMAR BLVD AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2801342,Routine Inspection,10512
T. V. Dinners,78704,2013-05-14,96,"1124 S IH 35 SVRD SB AUSTIN, TX 78704 (30.242780136000476, -97.76555783599969)",10565668,Routine Inspection,10513
Synergy Enterprises Austin,78744,2013-11-19,94,"3827 PROMONTORY POINT DR AUSTIN, TX 78744 (30.209483470000464, -97.7288737619997)",10592772,Routine Inspection,10514
Szechuan House,78758,2014-01-30,59,"11005 BURNET RD Unit 100 AUSTIN, TX 78758 (30.394540357000437, -97.7206515909997)",10806002,Routine Inspection,10515
T & S Seafood Restaurant,78758,2011-12-02,70,"10014 N LAMAR BLVD AUSTIN, TX 78758 (30.370006497000475, -97.69316736699966)",2801421,Routine Inspection,10516
TC Noodle House,78753,2013-04-24,87,"10901 N LAMAR BLVD Bunit 203 AUSTIN, TX 78753 (30.378465551000488, -97.6882935219997)",10002121,Routine Inspection,10517
T. V. Dinners,78704,2011-11-22,97,"1124 S IH 35 SVRD SB AUSTIN, TX 78704 (30.242780136000476, -97.76555783599969)",10565668,Routine Inspection,10518
T G & R Discount,78704,2012-08-23,87,"2110 S CONGRESS AVE AUSTIN, TX 78704 (30.242821046000472, -97.7522303179997)",2803463,Routine Inspection,10519
Szechuan House,78758,2013-06-10,73,"11005 BURNET RD Unit 100 AUSTIN, TX 78758 (30.394540357000437, -97.7206515909997)",10806002,Routine Inspection,10520
T G & R Discount,78704,2014-02-12,100,"2110 S CONGRESS AVE AUSTIN, TX 78704 (30.242821046000472, -97.7522303179997)",2803463,Routine Inspection,10521
TC Noodle House,78753,2011-09-08,77,"10901 N LAMAR BLVD Bunit 203 AUSTIN, TX 78753 (30.378465551000488, -97.6882935219997)",10002121,Routine Inspection,10522
TC Noodle House,78753,2012-10-12,87,"10901 N LAMAR BLVD Bunit 203 AUSTIN, TX 78753 (30.378465551000488, -97.6882935219997)",10002121,Routine Inspection,10523
T. V. Dinners,78704,2012-05-22,96,"1124 S IH 35 SVRD SB AUSTIN, TX 78704 (30.242780136000476, -97.76555783599969)",10565668,Routine Inspection,10524
T G & R Discount,78704,2013-02-20,84,"2110 S CONGRESS AVE AUSTIN, TX 78704 (30.242821046000472, -97.7522303179997)",2803463,Routine Inspection,10525
T. V. Dinners,78704,2011-06-27,83,"1124 S IH 35 SVRD SB AUSTIN, TX 78704 (30.242780136000476, -97.76555783599969)",10565668,Routine Inspection,10526
TGI Friday's,78748,2012-02-22,97,"9200 S IH 35 SVRD SB AUSTIN, TX 78748 (30.168080801000485, -97.82498882099969)",2803041,Routine Inspection,10527
TCBY,78701,2013-12-18,97,"303 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.281390179000482, -97.74089877799969)",2801749,Routine Inspection,10528
TCBY,78701,2013-06-21,97,"303 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.281390179000482, -97.74089877799969)",2801749,Routine Inspection,10529
TKO Nutrition and Smoothies,78758,2012-01-23,93,"9003 WATERFORD CENTRE BLVD Unit 130 AUSTIN, TX 78758 (30.375515186000484, -97.72972416799968)",10532645,Routine Inspection,10530
Taco Deli,78758,2013-07-29,95,"12001 BURNET RD AUSTIN, TX 78758 (30.407732702000487, -97.7139137859997)",2802421,Routine Inspection,10531
TETCO #59 / 7-Eleven Convenience Store #36389,78750,2013-08-01,100,"12801 N FM 620 RD AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10840451,Routine Inspection,10532
TJ Donuts and Kolaches,78750,2012-06-14,92,"12129 N FM 620 RD AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10395213,Routine Inspection,10533
TNT Tacos and Tequila,78703,2013-01-19,70,"507 PRESSLER ST AUSTIN, TX 78703 (30.273295903000474, -97.76047380899968)",10385170,Routine Inspection,10534
TCBY,78701,2012-04-30,100,"303 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.281390179000482, -97.74089877799969)",2801749,Routine Inspection,10535
TKO Nutrition and Smoothies,78758,2013-08-26,97,"9003 WATERFORD CENTRE BLVD Unit 130 AUSTIN, TX 78758 (30.375515186000484, -97.72972416799968)",10532645,Routine Inspection,10536
TCBY,78701,2011-03-21,93,"303 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.281390179000482, -97.74089877799969)",2801749,Routine Inspection,10537
TCBY,78701,2012-11-30,94,"303 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.281390179000482, -97.74089877799969)",2801749,Routine Inspection,10538
TGI Friday's,78748,2011-06-09,100,"9200 S IH 35 SVRD SB AUSTIN, TX 78748 (30.168080801000485, -97.82498882099969)",2803041,Routine Inspection,10539
